City,District,Ward,Street,address,area_value,price_value_trieu,price_per_m2_final
Đồng Nai,Biên Hòa,Phường An Bình,Đường Bùi Văn Hòa,"Cho thuê kho xưởng 1500m2 - 15.000m2 KCN Biên Hòa 1,2, Phường An Bình, Biên Hòa, Đồng Nai. 80k/m2",1500.0,120.0,80000.0
Khánh Hòa,Diên Khánh,,,"Cho thuê kho xưởng tiêu chuẩn tại Cụm công nghiệp Diên Phú, Khánh Hoà",2000.0,120.0,60000.0
Bình Dương,Thủ Dầu Một,,,"Cho thuê xưởng mặt tiền QL13, DT 602m2, sẵn điện 3 pha. LH 0984 793 ***",602.0,20.0,33222.591362126244
Khánh Hòa,Nha Trang,,,"Cho thuê đất mặt tiền đường 23/10, đối diện ST Điện Máy Chợ Lớn. Ngang rộng 14,6 mét",1362.0,90.0,66079.29515418502
Bắc Ninh,Bắc Ninh,Phường Vân Dương,,"Cho thuê kho xưởng KCN Bắc Ninh, giá thương lượng",2310.0,265.65,115000.0
Lâm Đồng,Lâm Hà,,,"Đất full thỗ cư - 2 mặt tiền, view hồ Phúc Hưng sát mặt nước - view không chắn đẹp nhất trung tâm",1148.0,40.0,34843.20557491289
Thái Nguyên,Sông Công,,,"Cho thuê kho xưởg DT từ 1500 đến 30.000m2 tại KCN: Sông Công 1.2, N.Phổ Yên, Yên Bình - Thái Nguyên",3000.0,180.0,60000.0
Bắc Ninh,Bắc Ninh,,,Cho thuê kho xưởng KCN Bắc Ninh. Đủ điều kiện thành lập DN FDI,12000.0,72.0,6000.0
Hưng Yên,Huyện Văn Lâm,Thị Trấn Như Quỳnh,Cầu Như Quỳnh,Cho thuê kho xưởng rẻ tại Hưng Yên - Như Quỳnh- Văn Lâm- Hưng Yên,1000.0,55.0,55000.0
Hưng Yên,Hưng Yên,,,"Cho thuê kho xưởng tại Hưng Yên, giá hợp lý nhất khu vực",2500.0,137.5,55000.0
Bắc Ninh,Huyện Thuận Thành,Xã Ninh Xá,,Cho thuê kho xưởng rẻ tại Bắc Ninh. - Khu CN Thuận Thành - Thuận Thành - Bắc Ninh,1500.0,36.0,24000.0
Long An,Đức Hòa,,,Cho thuê nhà xưởng KCN Tân Đức,15000.0,750.0,50000.0
Hà Nội,Sóc Sơn,,,Cho thuê kho xưởng rẻ tại Sóc Sơn - Dược Thượng- Sóc Sơn,500.0,15.0,30000.0
Hưng Yên,Huyện Văn Lâm,Xã Lương Tài,,Cho thuê xưởng tại Hưng Yên - Khu CN Phố Nối A- Văn Lâm- Hưng Yên,1500.0,90.0,60000.0
Hồ Chí Minh,Hóc Môn,,,"Cho thuê nhà xưởng Hóc môn 800m2, 1400m2, 2000m2",800.0,38.0,47500.0
Hồ Chí Minh,Củ Chi,,,"Cần cho thuê nhà xưởng Củ Chi DT 2500m2, 3600m2, 4000m2, 10000m2, 20000m2",2500.0,100.0,40000.0
Hà Nội,Bắc Từ Liêm,,,"Cho thuê kho xưởng DT 750m2 x 2tag PCCC vách tường nghiệm thu, thang tải, điện 3 pha",1500.0,142.5,95000.0
Hà Nội,Long Biên,,,Cho thuê kho xưởng tại Long Biên - P Đức Giang- Long Biên,500.0,40.0,80000.0
Hưng Yên,Huyện Văn Lâm,Xã Lương Tài,,Cho thuê kho xưởng tại Hưng Yên - Khu CN Phố Nối A - Văn Lâm - Hưng Yên,1000.0,60.0,60000.0
Hà Nội,Long Biên,,,"Cần cho thuê kho xưởng DT 1000m2 1300m2 3600m2 KCN Đài Tư, PCCC tự động nghiệm thu, xưởng cao",3600.0,432.0,120000.0
Hồ Chí Minh,Bình Tân,,,"Cho thuê kho xưởng mặt tiền Quốc Lộ 1A, tân tạo quận Bình DT 1000m2, PCCC vách tường giá 70tr",1000.0,70.0,70000.0
Hồ Chí Minh,Bình Tân,,,"Cho thuê nhà xưởng mặt tiền đường QL 1A, Bình Hưng Hòa B, Bình Tân 10 x 70m nở hậu 850m2 60tr",850.0,60.0,70588.23529411765
Hồ Chí Minh,Bình Tân,,,"Cho thuê kho xưởng mặt tiền đường Quốc Lộ 1A, Tân Tạo, Bình Tân 1600 m2 PCCC vách tường có VP 150tr",1600.0,150.0,93750.0
Hưng Yên,Văn Lâm,,,"Cho thuê kho xưởng DT 2500m2 10000m2 giá 75 nghìn/m2/th KCN Tân Quang, PCCC tự động, điện 3 pha",2500.0,187.5,75000.0
Hà Nội,Hoài Đức,,,"Cho thuê kho xưởng DT 300-500-1000-3000m2 tại nhà máy Viglacera Hữu Hưng, La Phù, Hoài Đức, Hà Nội",1500.0,97.5,65000.0
Hà Nội,Gia Lâm,,,"Cần cho thuê kho xưởng KCN Phú Thị DT 1200m 2500m2 5000m2, PCCC nghiệm thu tự động xưởng cao thoáng",2500.0,175.0,70000.0
Hồ Chí Minh,Quận 9,,,"Cho thuê kho xưởng 500m2, 1000m2 và 2000m2 ở Quận 9",1000.0,50.0,50000.0
Hà Nội,Nam Từ Liêm,,,Công ty cần cho thuê kho xưởng DT 300m2 800m2 2000m2 xưởng cao PCCC vách tường xe công ra vào,1000.0,110.0,110000.0
Hà Nội,Chương Mỹ,,,"Cần cho thuê kho xưởng 1000m2 - 7000m2 xưởng zamil mới, PCCC nghiệm thu, giá 78k/m2/th",1000.0,78.0,78000.0
Hà Nội,Thanh Oai,,,"Cần cho thuê kho xưởng DT 700m2 1100m2 2200m2 Bình Minh, Thanh Oai",1000.0,55.0,55000.0
Hà Nội,Đan Phượng,,,"Cần cho thuê kho xưởng trong và ngoài KCN Phùng, CCN Cầu Gáo DT 1000 - 10000m2, PCCC nghiệm thu",1000.0,55.0,55000.0
Hồ Chí Minh,Bình Chánh,,,"Cho thuê kho mới 2200m2 ở Nguyễn Hữu Trí. Đường cont tự do, PCCC tự động thẩm duyệt. Giá 100tr",1700.0,100.0,58823.529411764706
Hồ Chí Minh,Tân Phú,,,Kho xưởng 2000m2 khu công nghiệp Tân Bình - giá tốt,2000.0,160.0,80000.0
Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,Đường Lũy Bán Bích,Cho thuê kho giá rẻ đường Lũy Bán Bích,2600.0,180.0,69230.76923076923
Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,Đường Phạm Văn Đồng,Cho thuê đất khu Phạm Văn Đồng 300m2 kẹp kiệt,300.0,40.0,133333.33333333334
Cần Thơ,Ninh Kiều,,,"Kho xưởng 400m2 gần trường đại học Y Dược, có PCCC và điện 3 pha, lộ Container",400.0,20.0,50000.0
Kiên Giang,Phú Quốc,,,"Chính chủ cho thuê gần 2ha đất mặt tiền, sổ riêng",20000.0,60.0,3000.0
