City,District,Ward,Street,address,area_value,price_value_trieu,price_per_m2_final
Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,Đường Nguyễn Thị Định,"Đường Nguyễn Thị Định, Cầu Giấy, Hà Nội",80.0,65.0,812500.0
Hà Nội,Quận Cầu Giấy,,Đường Cầu Giấy,"Đường Cầu Giấy, Cầu Giấy, Hà Nội",250.0,400.0,1600000.0
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bông,Ngõ Hội Vũ,"Đường Hội Vũ, Hoàn Kiếm, Hà Nội",50.0,50.0,1000000.0
Hà Nội,Quận Tây Hồ,,Đường Võ Chí Công,"Đường Võ Chí Công, Tây Hồ, Hà Nội",150.0,50.0,333333.3333333333
Hà Nội,Quận Cầu Giấy,Phường Yên Hòa,Đường Trung Kính,"Đường Trung Kính, Cầu Giấy, Hà Nội",60.0,60.0,1000000.0
Hà Nội,Quận Nam Từ Liêm,Phường Đại Mỗ,Đường Đại Mỗ,"Đường Đại Mỗ, Nam Từ Liêm, Hà Nội",600.0,120.0,200000.0
Hà Nội,Quận Ba Đình,,Đường Hoàng Hoa Thám,"Đường Hoàng Hoa Thám, Ba Đình, Hà Nội",385.0,55.00000000000001,142857.14285714287
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bông,Phố Tràng Thi,"Đường Tràng Thi, Hoàn Kiếm, Hà Nội",110.0,300.0,2727272.727272727
Hà Nội,Quận Hoàn Kiếm,,Phố Lương Văn Can,"Đường Lương Văn Can, Hoàn Kiếm, Hà Nội",60.0,35.0,583333.3333333334
Hà Nội,Quận Hoàng Mai,Phường Định Công,Đường Định Công,"Đường Định Công, Hoàng Mai, Hà Nội",430.0,61.00000000000001,141860.46511627908
Hà Nội,Quận Thanh Xuân,Phường Phương Liệt,Đường Giải Phóng,"Đường Giải Phóng, Thanh Xuân, Hà Nội",90.0,49.99999999999999,555555.5555555555
Hà Nội,Quận Cầu Giấy,Phường Yên Hòa,Đường Trung Kính,"Đường Trung Kính, Cầu Giấy, Hà Nội",80.0,70.0,875000.0
Hà Nội,Quận Cầu Giấy,Phường Yên Hòa,Đường Mạc Thái Tổ,"Đường Mạc Thái Tông, Cầu Giấy, Hà Nội",65.0,120.0,1846153.8461538462
Hà Nội,Quận Đống Đa,Phường Phương Liên,Phố Xã Đàn,"Đường Xã Đàn, Đống Đa, Hà Nội",100.0,80.0,800000.0
Hà Nội,Quận Hà Đông,,Đường Lê Lợi,"Đường Lê Lợi, Hà Đông, Hà Nội",55.0,27.0,490909.0909090909
Hà Nội,Quận Đống Đa,Phường Láng Hạ,Đường Láng Hạ,"Đường Láng Hạ, Đống Đa, Hà Nội",35.0,43.0,1228571.4285714286
Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,Đường Nguyễn Chánh,"Đường Nguyễn Chánh, Cầu Giấy, Hà Nội",185.0,40.0,216216.2162162162
Hà Nội,Quận Cầu Giấy,,Đường Cầu Giấy,"Đường Cầu Giấy, Cầu Giấy, Hà Nội",250.0,400.0,1600000.0
Hà Nội,Quận Đống Đa,,Đường Thái Hà,"Đường Thái Hà, Đống Đa, Hà Nội",70.0,75.0,1071428.5714285714
Hà Nội,Quận Cầu Giấy,,Đường Nguyễn Văn Huyên,"Đường Nguyễn Văn Huyên, Cầu Giấy, Hà Nội",80.0,65.0,812500.0
Hà Nội,Quận Hai Bà Trưng,,,"Đường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",120.0,129.99999999999997,1083333.3333333333
Hà Nội,Quận Đống Đa,Phường Láng Hạ,Đường Láng Hạ,"Đường Láng Hạ, Đống Đa, Hà Nội",35.0,43.0,1228571.4285714286
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bông,Phố Tràng Thi,"Đường Tràng Thi, Hoàn Kiếm, Hà Nội",80.0,70.0,875000.0
Hà Nội,Quận Cầu Giấy,Phường Yên Hòa,Đường Trung Yên 10A,"Đường Trung Hòa, Cầu Giấy, Hà Nội",150.0,120.0,800000.0
Hà Nội,Quận Ba Đình,,Đường Đào Tấn,"Đường Đào Tấn, Ba Đình, Hà Nội",130.0,180.0,1384615.3846153845
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bông,Hai Bà Trưng,"Hai Bà Trưng, Hà Nội",45.0,40.0,888888.8888888889
Hà Nội,Quận Cầu Giấy,Phường Mai Dịch,Đường Dương Khuê,"Đường Dương Khuê, Cầu Giấy, Hà Nội",120.0,64.99999999999999,541666.6666666666
Hà Nội,Quận Đống Đa,Phường Cát Linh,Đường Cát Linh,"Đường Cát Linh, Đống Đa, Hà Nội",80.0,72.0,900000.0
Hà Nội,Quận Thanh Xuân,,Đường Hoàng Văn Thái,"Đường Hoàng Văn Thái, Thanh Xuân, Hà Nội",80.0,40.0,500000.0
Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,Đường Giáp Bát,"Đường Giáp Bát, Hoàng Mai, Hà Nội",1300.0,195.0,150000.0
Hà Nội,Quận Hai Bà Trưng,,Đường Bạch Mai,"Đường Bạch Mai, Hai Bà Trưng, Hà Nội",55.0,35.0,636363.6363636364
Hà Nội,Quận Nam Từ Liêm,Phường Đại Mỗ,Đường Đại Mỗ,"Đường Đại Mỗ, Nam Từ Liêm, Hà Nội",600.0,120.0,200000.0
Hà Nội,Quận Hoàn Kiếm,Hà Nội,,"Đường Nguyễn Hữu Huân, Hoàn Kiếm, Hà Nội",50.0,55.0,1100000.0
Hà Nội,Quận Thanh Xuân,Phường Khương Trung,Đường Vương Thừa Vũ,"Đường Vương Thừa Vũ, Thanh Xuân, Hà Nội",120.0,40.0,333333.3333333333
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Buồm,Đường Lương Ngọc Quyến,"Đường Lương Ngọc Quyến, Hoàn Kiếm, Hà Nội",220.0,150.0,681818.1818181818
Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du,Đường Bà Triệu,"Đường Bà Triệu, Hai Bà Trưng, Hà Nội",70.0,140.0,2000000.0
Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du,Đường Bà Triệu,"Đường Bà Triệu, Hai Bà Trưng, Hà Nội",35.0,35.0,1000000.0
Hà Nội,Quận Ba Đình,,Đường Quán Thánh,"Đường Quán Thánh, Ba Đình, Hà Nội",45.0,40.0,888888.8888888889
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Buồm,Đường Nguyễn Siêu,"Đường Nguyễn Siêu, Hoàn Kiếm, Hà Nội",50.0,32.0,640000.0
Hà Nội,Quận Đống Đa,,Đường Đê La Thành,"Đường Đê La Thành, Đống Đa, Hà Nội",60.0,30.0,500000.0
Hà Nội,Quận Cầu Giấy,Phường Mai Dịch,Đường Dương Khuê,"Đường Dương Khuê, Cầu Giấy, Hà Nội",120.0,64.99999999999999,541666.6666666666
Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Lôi,Đường Thanh Nhàn,"Đường Thanh Nhàn, Hai Bà Trưng, Hà Nội",120.0,60.0,500000.0
Hà Nội,Quận Hà Đông,Phường Phú Lãm,Đường Ao Sen,"Đường Ao Sen, Hà Đông, Hà Nội",50.0,30.0,600000.0
Hà Nội,Quận Thanh Xuân,,Đường Nguyễn Xiển,"Đường Nguyễn Xiển, Thanh Xuân, Hà Nội",180.0,199.99999999999997,1111111.111111111
Hà Nội,Quận Hai Bà Trưng,Phường Thanh Lương,Ngõ 230 Lạc Trung,"Đường Lạc Trung, Hai Bà Trưng, Hà Nội",120.0,50.0,416666.6666666667
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bông,Phố Tràng Thi,"Đường Tràng Thi, Hoàn Kiếm, Hà Nội",110.0,300.0,2727272.727272727
Hà Nội,Quận Thanh Xuân,,Đường Nguyễn Tuân,"Đường Nguyễn Tuân, Thanh Xuân, Hà Nội",70.0,65.0,928571.4285714285
Hà Nội,Quận Cầu Giấy,,Đường Cầu Giấy,"Đường Cầu Giấy, Cầu Giấy, Hà Nội",250.0,400.0,1600000.0
Hà Nội,Quận Ba Đình,,Đường Giang Văn Minh,"Đường Giang Văn Minh, Ba Đình, Hà Nội",90.0,80.0,888888.8888888889
Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,Đường Nguyễn Chánh,"Đường Nguyễn Chánh, Cầu Giấy, Hà Nội",185.0,40.0,216216.2162162162
Hà Nội,Quận Nam Từ Liêm,Phường Đại Mỗ,Đường Đại Mỗ,"Đường Đại Mỗ, Nam Từ Liêm, Hà Nội",600.0,120.0,200000.0
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Trống,Đường Hàng Trống,"Đường Hàng Trống, Hoàn Kiếm, Hà Nội",70.0,90.0,1285714.2857142857
Hà Nội,Quận Đống Đa,,Đường Thái Hà,"Đường Thái Hà, Đống Đa, Hà Nội",70.0,75.0,1071428.5714285714
Hà Nội,Quận Ba Đình,,Đường Đào Tấn,"Đường Đào Tấn, Ba Đình, Hà Nội",130.0,180.0,1384615.3846153845
Hà Nội,Quận Đống Đa,Phường Cát Linh,Đường Cát Linh,"Đường Cát Linh, Đống Đa, Hà Nội",80.0,72.0,900000.0
Hà Nội,Quận Cầu Giấy,,Đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Cầu Giấy, Hà Nội",64.0,65.0,1015625.0
Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Nam,Đường Triều Khúc,"Đường Triều Khúc, Thanh Xuân, Hà Nội",110.0,100.0,909090.9090909091
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Buồm,Đường Lương Ngọc Quyến,"Đường Lương Ngọc Quyến, Hoàn Kiếm, Hà Nội",220.0,150.0,681818.1818181818
Hà Nội,Quận Cầu Giấy,,Đường Tô Hiệu,"Đường Tô Hiệu, Cầu Giấy, Hà Nội",180.0,52.0,288888.8888888889
Hà Nội,Quận Cầu Giấy,Phường Yên Hòa,Đường Mạc Thái Tổ,"Đường Mạc Thái Tông, Cầu Giấy, Hà Nội",65.0,120.0,1846153.8461538462
Hà Nội,Quận Tây Hồ,,Đường Thụy Khuê,"Đường Thụy Khuê, Tây Hồ, Hà Nội",66.0,45.0,681818.1818181818
Hà Nội,Quận Hai Bà Trưng,,Đường Bạch Mai,"Đường Bạch Mai, Hai Bà Trưng, Hà Nội",120.0,120.0,1000000.0
Hà Nội,Quận Hai Bà Trưng,,,"Đường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",120.0,129.99999999999997,1083333.3333333333
Hà Nội,Quận Hà Đông,,Đường Lê Lợi,"Đường Lê Lợi, Hà Đông, Hà Nội",55.0,27.0,490909.0909090909
Hà Nội,Quận Hoàng Mai,Phường Đại Kim,Phố Nguyễn Hữu Thọ,"Đường Nguyễn Hữu Thọ, Hoàng Mai, Hà Nội",150.0,180.0,1200000.0
Hà Nội,Quận Đống Đa,,Đường Tây Sơn,"Đường Tây Sơn, Đống Đa, Hà Nội",600.0,400.0,666666.6666666666
Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Lôi,Đường Thanh Nhàn,"Đường Thanh Nhàn, Hai Bà Trưng, Hà Nội",120.0,60.0,500000.0
Hà Nội,Quận Cầu Giấy,Phường Yên Hòa,Đường Trung Yên 10A,"Đường Trung Hòa, Cầu Giấy, Hà Nội",150.0,120.0,800000.0
Hà Nội,Quận Cầu Giấy,Phường Yên Hòa,Đường Trung Kính,"Đường Trung Kính, Cầu Giấy, Hà Nội",60.0,60.0,1000000.0
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bài,Đường Hàng Bài,"Đường Hàng Bài, Hoàn Kiếm, Hà Nội",230.0,140.0,608695.6521739131
Hồ Chí Minh,Quận 7,,Đường Huỳnh Tấn Phát,"Đường Huỳnh Tấn Phát, Quận 7, Hồ Chí Minh",600.0,60.0,100000.0
Hồ Chí Minh,Quận 7,,Đường Huỳnh Tấn Phát,"Đường Huỳnh Tấn Phát, Quận 7, Hồ Chí Minh",240.0,27.0,112500.0
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Số 79,"Đường Số 79, Quận 7, Hồ Chí Minh",200.0,28.0,140000.0
Hồ Chí Minh,Quận 5,Phường 11,Đường Nguyễn Án,"Đường Nguyễn An, Quận 2, Hồ Chí Minh",2200.0,600.0,272727.2727272727
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",100.0,30.0,300000.0
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường D4,"Đường D4, Quận 7, Hồ Chí Minh",200.0,60.0,300000.0
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường D4,"Đường D4, Quận 7, Hồ Chí Minh",200.0,50.0,250000.0
Hồ Chí Minh,Quận 7,,Đường Trần Xuân Soạn,"Đường Trần Xuân Soạn, Quận 7, Hồ Chí Minh",600.0,40.0,66666.66666666667
Hồ Chí Minh,Quận 5,Phường 11,Đường Nguyễn Án,"Đường Nguyễn An, Quận 2, Hồ Chí Minh",2200.0,600.0,272727.2727272727
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",100.0,30.0,300000.0
Hồ Chí Minh,Quận 5,Phường 11,Đường Nguyễn Án,"Đường Nguyễn An, Quận 2, Hồ Chí Minh",2200.0,600.0,272727.2727272727
Hồ Chí Minh,Quận 5,Phường 11,Đường Nguyễn Án,"Đường Nguyễn An, Quận 2, Hồ Chí Minh",2200.0,600.0,272727.2727272727
Hồ Chí Minh,Quận 7,,Đường Huỳnh Tấn Phát,"Đường Huỳnh Tấn Phát, Quận 7, Hồ Chí Minh",240.0,27.0,112500.0
Hồ Chí Minh,Quận 7,Phường Tân Phong,Đường Số 44,"Đường Số 44, Quận 7, Hồ Chí Minh",175.0,26.0,148571.42857142858
Hồ Chí Minh,Quận 7,,Đường Nguyễn Lương Bằng,"Đường Nguyễn Lương Bằng, Quận 7, Hồ Chí Minh",85.0,27.0,317647.0588235294
Hồ Chí Minh,Quận 7,Phường Tân Phong,Đường Số 44,"Đường Số 44, Quận 7, Hồ Chí Minh",175.0,26.0,148571.42857142858
Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Đường 13,"Đường 13, Quận 7, Hồ Chí Minh",175.0,27.0,154285.7142857143
Hồ Chí Minh,Quận 6,Phường 10,Đường Vành Đai,"Đường Vành Đai Tây, Quận 2, Hồ Chí Minh",250.0,50.0,200000.0
Hồ Chí Minh,Quận 7,,Đường Số 49,"Đường Số 49, Quận 7, Hồ Chí Minh",50.0,14.0,280000.0
Hồ Chí Minh,Quận 7,Phường Tân Phong,Đường Số 48,"Đường Số 48, Quận 7, Hồ Chí Minh",324.0,35.0,108024.69135802469
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Số 79,"Đường Số 79, Quận 7, Hồ Chí Minh",200.0,28.0,140000.0
Hồ Chí Minh,Quận 4,Phường 6,Đường Số 45,"Đường Số 4, Quận 8, Hồ Chí Minh",180.0,20.0,111111.11111111111
Hồ Chí Minh,Quận 7,,Đường Trần Xuân Soạn,"Đường Trần Xuân Soạn, Quận 7, Hồ Chí Minh",112.0,16.000000000000004,142857.14285714287
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",100.0,30.0,300000.0
Hồ Chí Minh,Quận 5,Phường 11,Đường Nguyễn Án,"Đường Nguyễn An, Quận 2, Hồ Chí Minh",2200.0,600.0,272727.2727272727
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường D4,"Đường D4, Quận 7, Hồ Chí Minh",200.0,50.0,250000.0
Hồ Chí Minh,Quận 8,Phường 2,Đường Âu Dương Lân,"Đường Lương Định Của, Quận 2, Hồ Chí Minh",250.0,50.0,200000.0
Hồ Chí Minh,Quận 8,Phường 2,Đường Âu Dương Lân,"Đường Lương Định Của, Quận 2, Hồ Chí Minh",250.0,50.0,200000.0
Hồ Chí Minh,Quận 5,Phường 11,Đường Nguyễn Án,"Đường Nguyễn An, Quận 2, Hồ Chí Minh",2200.0,600.0,272727.2727272727
Hồ Chí Minh,Quận 8,Phường 2,Đường Âu Dương Lân,"Đường Lương Định Của, Quận 2, Hồ Chí Minh",250.0,50.0,200000.0
Hồ Chí Minh,Quận 5,Phường 11,Đường Nguyễn Án,"Đường Nguyễn An, Quận 2, Hồ Chí Minh",2200.0,600.0,272727.2727272727
Hồ Chí Minh,Quận 8,Phường 2,Đường Âu Dương Lân,"Đường Lương Định Của, Quận 2, Hồ Chí Minh",250.0,50.0,200000.0
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",150.0,27.0,180000.0
Hồ Chí Minh,Quận 7,,Đường Huỳnh Tấn Phát,"Đường Huỳnh Tấn Phát, Quận 7, Hồ Chí Minh",600.0,60.0,100000.0
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",100.0,30.0,300000.0
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",100.0,30.0,300000.0
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Số 79,"Đường Số 79, Quận 7, Hồ Chí Minh",200.0,28.0,140000.0
Hồ Chí Minh,Quận 7,,Đường Nguyễn Lương Bằng,"Đường Nguyễn Lương Bằng, Quận 7, Hồ Chí Minh",85.0,27.0,317647.0588235294
Hồ Chí Minh,Quận 7,,Đường Trần Xuân Soạn,"Đường Trần Xuân Soạn, Quận 7, Hồ Chí Minh",600.0,40.0,66666.66666666667
Hồ Chí Minh,Quận 7,,Đường Nguyễn Lương Bằng,"Đường Nguyễn Lương Bằng, Quận 7, Hồ Chí Minh",85.0,27.0,317647.0588235294
Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Đường 13,"Đường 13, Quận 7, Hồ Chí Minh",175.0,27.0,154285.7142857143
Hồ Chí Minh,Quận 7,,Đường Huỳnh Tấn Phát,"Đường Huỳnh Tấn Phát, Quận 7, Hồ Chí Minh",240.0,27.0,112500.0
Hồ Chí Minh,Quận 7,,Đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Quận 7, Hồ Chí Minh",180.0,20.0,111111.11111111111
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Số 79,"Đường Số 79, Quận 7, Hồ Chí Minh",200.0,28.0,140000.0
Hồ Chí Minh,Quận 7,Phường Tân Phong,Đường Số 48,"Đường Số 48, Quận 7, Hồ Chí Minh",324.0,35.0,108024.69135802469
Hồ Chí Minh,Quận 7,,Đường Trần Xuân Soạn,"Đường Trần Xuân Soạn, Quận 7, Hồ Chí Minh",112.0,16.000000000000004,142857.14285714287
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường D4,"Đường D4, Quận 7, Hồ Chí Minh",200.0,50.0,250000.0
Hồ Chí Minh,Quận 8,Phường 2,Đường Âu Dương Lân,"Đường Lương Định Của, Quận 2, Hồ Chí Minh",250.0,50.0,200000.0
Hồ Chí Minh,Quận 7,,Đường Số 49,"Đường Số 49, Quận 7, Hồ Chí Minh",50.0,14.0,280000.0
Hồ Chí Minh,Quận 8,Phường 2,Đường Âu Dương Lân,"Đường Lương Định Của, Quận 2, Hồ Chí Minh",250.0,50.0,200000.0
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",210.0,40.0,190476.19047619047
Hồ Chí Minh,Quận 7,,Đường Trần Xuân Soạn,"Đường Trần Xuân Soạn, Quận 7, Hồ Chí Minh",112.0,16.000000000000004,142857.14285714287
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường D4,"Đường D4, Quận 7, Hồ Chí Minh",200.0,60.0,300000.0
Hồ Chí Minh,Quận 7,Phường Tân Phong,Đường Số 44,"Đường Số 44, Quận 7, Hồ Chí Minh",175.0,26.0,148571.42857142858
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Số 79,"Đường Số 79, Quận 7, Hồ Chí Minh",200.0,28.0,140000.0
Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Đường 13,"Đường 13, Quận 7, Hồ Chí Minh",175.0,27.0,154285.7142857143
Hồ Chí Minh,Quận 7,Phường Tân Phong,Đường Số 44,"Đường Số 44, Quận 7, Hồ Chí Minh",175.0,26.0,148571.42857142858
Hồ Chí Minh,Quận 6,,,"Quận 6, Hồ Chí Minh",130.0,28.0,215384.61538461538
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường D4,"Đường D4, Quận 7, Hồ Chí Minh",200.0,60.0,300000.0
Hồ Chí Minh,Quận 7,,Đường Số 49,"Đường Số 49, Quận 7, Hồ Chí Minh",50.0,14.0,280000.0
Hồ Chí Minh,Thủ Đức,Phường An Phú,Đường Vũ Tông Phan,"Đường Vũ Tông Phan, Quận 2, Hồ Chí Minh",328.0,55.0,167682.92682926828
Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường 19,"Đường 19, Quận 7, Hồ Chí Minh",240.0,24.0,100000.0
Hồ Chí Minh,Quận 7,,Đường Trần Xuân Soạn,"Đường Trần Xuân Soạn, Quận 7, Hồ Chí Minh",100.0,45.0,450000.0
Hồ Chí Minh,Quận 7,,Đường Huỳnh Tấn Phát,"Đường Huỳnh Tấn Phát, Quận 7, Hồ Chí Minh",240.0,27.0,112500.0
Hồ Chí Minh,Thủ Đức,Phường An Phú,Đường Mai Chí Thọ,"Đường Mai Chí Thọ, Quận 2, Hồ Chí Minh",76.0,100.0,1315789.4736842106
Hồ Chí Minh,Quận 7,,Đường Trần Xuân Soạn,"Đường Trần Xuân Soạn, Quận 7, Hồ Chí Minh",112.0,16.000000000000004,142857.14285714287
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",400.0,85.0,212500.0
Hồ Chí Minh,Quận 7,,Đường Trần Xuân Soạn,"Đường Trần Xuân Soạn, Quận 7, Hồ Chí Minh",112.0,16.000000000000004,142857.14285714287
Hồ Chí Minh,Quận 7,,Đường Lê Văn Lương,"Đường Lê Văn Lương, Quận 7, Hồ Chí Minh",90.0,20.0,222222.22222222222
Hồ Chí Minh,Quận 7,Phường Tân Kiểng,Đường Số 4,"Đường Số 4, Quận 7, Hồ Chí Minh",120.0,30.0,250000.0
Hồ Chí Minh,Quận 7,,Đường Huỳnh Tấn Phát,"Đường Huỳnh Tấn Phát, Quận 7, Hồ Chí Minh",240.0,27.0,112500.0
Hồ Chí Minh,Quận 6,Phường 10,Đường Vành Đai,"Đường Vành Đai Tây, Quận 2, Hồ Chí Minh",250.0,55.0,220000.0
Hồ Chí Minh,Quận 7,,Đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Quận 7, Hồ Chí Minh",400.0,50.0,125000.0
Hồ Chí Minh,Quận 7,,Đường Số 49,"Đường Số 49, Quận 7, Hồ Chí Minh",70.0,25.0,357142.85714285716
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",132.0,16.0,121212.12121212122
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Số 79,"Đường Số 79, Quận 7, Hồ Chí Minh",200.0,28.0,140000.0
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",210.0,40.0,190476.19047619047
Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Đường 13,"Đường 13, Quận 7, Hồ Chí Minh",175.0,27.0,154285.7142857143
Hồ Chí Minh,Quận 7,,Đường Nguyễn Thị Thập,"Đường Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",100.0,30.0,300000.0
Hồ Chí Minh,Quận 7,,Đường Lê Văn Lương,"Đường Lê Văn Lương, Quận 7, Hồ Chí Minh",90.0,20.0,222222.22222222222
Hồ Chí Minh,Quận 7,Phường Tân Phong,Đường Số 44,"Đường Số 44, Quận 7, Hồ Chí Minh",175.0,26.0,148571.42857142858
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Số 79,"Đường Số 79, Quận 7, Hồ Chí Minh",200.0,28.0,140000.0
Hồ Chí Minh,Thủ Đức,Phường An Phú,Đường Vũ Tông Phan,"Đường Vũ Tông Phan, Quận 2, Hồ Chí Minh",328.0,55.0,167682.92682926828
Hồ Chí Minh,Quận 5,Phường 11,Đường Nguyễn Án,"Đường Nguyễn An, Quận 2, Hồ Chí Minh",2200.0,600.0,272727.2727272727
Hồ Chí Minh,Quận 7,,Đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Quận 7, Hồ Chí Minh",180.0,20.0,111111.11111111111
Hồ Chí Minh,Quận 5,Phường 11,Đường Nguyễn Án,"Đường Nguyễn An, Quận 2, Hồ Chí Minh",2200.0,600.0,272727.2727272727
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường Số 6,"Đường Số 6, Quận 7, Hồ Chí Minh",120.0,30.0,250000.0
Hà Nội,Quận Ba Đình,Phường Quán Thánh,Đường Phan Đình Phùng,"Đường Phan Đình Phùng, Ba Đình, Hà Nội",1500.0,1000.0,666666.6666666666
Hà Nội,Quận Hai Bà Trưng,Phường Thanh Lương,Ngõ 884 Minh Khai,"Đường Minh Khai, Hai Bà Trưng, Hà Nội",70.0,120.0,1714285.7142857143
Hà Nội,Quận Hà Đông,Phường Dương Nội,Lê Trọng Tấn,"Đường Lê Trọng Tấn, Hà Đông, Hà Nội",50.0,30.0,600000.0
Hải Phòng,Quận Ngô Quyền,Phường Vạn Mỹ,Ngõ 75 Phủ Thượng Đoạn,"Đường Phủ Thượng Đoạn, Ngô Quyền, Hải Phòng",78.0,10.0,128205.1282051282
Hà Nội,Quận Ba Đình,Phường Quán Thánh,Đường Phan Đình Phùng,"Đường Phan Đình Phùng, Ba Đình, Hà Nội",1500.0,1500.0,1000000.0
Hà Nội,Quận Hoàn Kiếm,Hà Nội,,"Hoàn Kiếm, Hà Nội",130.0,75.0,576923.0769230769
Hà Nội,Quận Ba Đình,Phường Quán Thánh,Đường Phan Đình Phùng,"Đường Phan Đình Phùng, Ba Đình, Hà Nội",1500.0,1000.0,666666.6666666666
Hà Nội,Quận Ba Đình,Phường Quán Thánh,Đường Phan Đình Phùng,"Đường Phan Đình Phùng, Ba Đình, Hà Nội",128.0,128.0,1000000.0
Hà Nội,Quận Thanh Xuân,,Đường Nguyễn Tuân,"Đường Nguyễn Tuân, Thanh Xuân, Hà Nội",70.0,65.0,928571.4285714285
Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du,Đường Bà Triệu,"Đường Bà Triệu, Hai Bà Trưng, Hà Nội",50.0,50.0,1000000.0
Hà Nội,Quận Hoàng Mai,Phường Đại Kim,Đường Đại Từ,"Đường Đại Từ, Hoàng Mai, Hà Nội",150.0,60.0,400000.0
Hà Nội,Quận Nam Từ Liêm,Phường Đại Mỗ,Đường Đại Mỗ,"Đường Đại Mỗ, Nam Từ Liêm, Hà Nội",600.0,12.0,20000.0
Hà Nội,Quận Ba Đình,Phường Quán Thánh,Đường Phan Đình Phùng,"Đường Phan Đình Phùng, Ba Đình, Hà Nội",1500.0,1000.0,666666.6666666666
Hà Nội,Quận Đống Đa,Phường Nam Đồng,Phố Trần Hữu Tước,"Đường Trần Hữu Tước, Đống Đa, Hà Nội",25.0,17.0,680000.0
Hà Nội,Quận Hoàng Mai,Phường Hoàng Liệt,Đường Linh Đường,"Đường Linh Đường, Hoàng Mai, Hà Nội",240.0,120.0,500000.0
