City,District,Ward,Street,address,area_value,price_value_trieu,price_per_m2_final
Hồ Chí Minh,Tân Bình,,,Cho thuê mặt bằng đường Xuân Diệu Tân Bình có gác ở lại chỉ 12 triệu,50.0,12.0,240000.0
Hà Nội,Hà Đông,,,"Chính chủ cho thuê mặt bằng kinh doanh và văn phòng, Him Lam Vạn Phúc, Hà Đông, Hà Nội",150.0,25.0,166666.66666666666
Hồ Chí Minh,Tân Phú,,,"Cho thuê mặt bằng 160m2 thuộc Đường Âu Cơ, Phường Tân Thành, Tân Phú, HCM",160.0,30.0,187500.0
Bến Tre,Bến Tre,,,CẦN SANG NHƯỢNG QUÁN VỊ TRÍ TRUNG TÂM MẶT TIỀN KINH DOANH.,320.0,8.0,25000.0
Đà Nẵng,Hải Châu,,,CHO THUÊ MẶT BẰNG KINH DOANH: ưu tiên loại hình kinh doanh ăn uống / nhà hàng,90.0,15.0,166666.66666666666
Hà Nội,Đống Đa,,,"Cho thuê cửa hàng tại đường Đê La Thành, vị trí đẹp, thuận tiện kinh doanh buôn bán",20.0,12.0,600000.0
Hà Nội,Đống Đa,,,"Cho thuê mặt bằng kinh doanh ở Chùa láng 80m2 thông sàn làm Nail, thời trang, tóc",80.0,20.0,250000.0
Đồng Nai,Trảng Bom,,,SANG NHƯỢNG LỖ QUÁN DÊ TƯƠI XÂY MỚI NẰM TRÊN QL 1.,300.0,5.0,16666.666666666668
Bà Rịa Vũng Tàu,Vũng Tàu,,,CẦN SANG QUÁN ỐC CÓ VỈA HÈ RỘNG ĐANG HOẠT ĐỘNG TỐT,80.0,20.0,250000.0
Bắc Ninh,Quế Võ,,,CHO THUÊ DÃY KIOT VỊ TRÍ TRUNG TÂM 2 MẶT TIỀN TẠI QUẾ VÕ.,65.0,38.0,584615.3846153846
Hồ Chí Minh,Thủ Đức,,,"* Cho thuê mặt bằng *150m2 góc 2 mặt tiền Đặng Văn Bi, P. Bình Thọ, Thành Phố Thủ Đức",150.0,70.0,466666.6666666667
Đồng Nai,Biên Hòa,,,"Cho thuê mặt bằng 1,200m2 đường Đồng Khởi, P. Tân Mai Biên Hòa 79 triệu/tháng",1200.0,79.0,65833.33333333333
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng kinh doanh vị trí siêu đẹp, số 59 Nguyễn Đức Cảnh ( Kimmy coffee)",209.0,230.0,1100478.4688995215
Hồ Chí Minh,Tân Phú,,,CẦN SANG QUÁN NHẬU- BÊ THUI- LẨU BÒ,100.0,16.0,160000.0
Hồ Chí Minh,Quận 7,,,SANG MẶT BẰNG SHOPHOUSE BOULEVARD Q7 KINH DOANH ĐA NGÀNH NGHỀ,65.0,15.0,230769.23076923078
Tây Ninh,Tây Ninh,,,CHO THUÊ MẶT BẰNG KINH DOANH TẠI TÂY NINH,229.5,60.0,261437.90849673204
Đồng Nai,Biên Hòa,,,Sang Nhượng Gấp Quán Trà Sữa Tocotoco Tâm Huyết Đang Kinh Doanh Tốt,60.0,20.0,333333.3333333333
Hải Phòng,Hồng Bàng,,,Chủ Quán Tháng Sau Đẻ Nên Sang Nhượng Gấp Quán Ăn Đang Hoạt Động Tốt Vị Trí Đẹp.,21.0,17.0,809523.8095238095
Hà Nội,Nam Từ Liêm,,,"Cập nhật mặt bằng kinh doanh , Shophouse chân đế cho thuê dự án Vinhomes Smart City Tây Mỗ",155.0,64.99999999999999,419354.8387096774
Hồ Chí Minh,Tân Bình,,,"CHO THUÊ MẶT BẰNG KINH DOANH TRUNG TÂM ĐƯỜNG GIẢI PHÓNG, PHƯỜNG 4, TÂN BÌNH",32.0,11.0,343750.0
Bình Dương,Thủ Dầu Một,,,"CHÍNH CHỦ CẦN SANG NHƯỢNG GARAGE ĐỒNG, SƠN & SỬA CHỮA Ô TÔ ĐIỆN MÁY.",162.0,4.0,24691.35802469136
Hồ Chí Minh,Phú Nhuận,,,Cho thuê căn hộ kinh doanh tầng lửng,20.0,8.0,400000.0
Hà Nội,Long Biên,,,HOT: Miễn Phí 1.5 Tháng Tiền Thuê Shophouse Cho Hợp Đồng Lâu Dài. Liên Hệ Chính Chủ,84.0,15.0,178571.42857142858
Hà Nội,Gia Lâm,,,"Cho thuê cửa hàng, ki ốt chung cư tại dự án Vinhomes Ocean Park Gia Lâm, Gia Lâm, Hà Nội",63.8,25.0,391849.5297805643
Bình Thuận,Phan Thiết,,,Cho thuê mặt bằng - tài sản kinh doanh cà phê đã có thương hiệu hàng đầu tại TP. Phan Thiết,565.0,50.0,88495.57522123893
Hà Nội,Hai Bà Trưng,,,Cho thuê Showroom đẹp nhất phố Bà Triệu 350m2 x 3 tầng mặt tiền 12m,1000.0,400.0,400000.0
Bình Dương,Dĩ An,,,CHO THUÊ KI ỐT MẶT TIỀN KINH DOANH TẠI PHƯỜNG DĨ AN,42.0,3.0000000000000004,71428.57142857143
Hà Nội,Nam Từ Liêm,,,"Cho thuê Mặt bằng kinh doanh lô góc Dương khuê 100m2, mặt tiền 15m",100.0,30.0,300000.0
Hà Nội,Tây Hồ,,,"Cho thuê Mặt bằng cạnh lotte Lạc long quân 170m2 làm nhà hàng, quán ăn, quán bia",170.0,32.0,188235.29411764705
Hà Nội,Nam Từ Liêm,,,"Cho thuê mặt bằng 90m2 Phố Nguyễn Hoàng làm SPA, Tóc Nail, Thời trang",90.0,28.0,311111.1111111111
Hà Nội,Thanh Xuân,,,"Cho thuê mặt bằng kinh doanh làm showrom tóc, thời trang, 90m2 ở Cù chính lan",90.0,24.999999999999996,277777.77777777775
Đà Nẵng,Hải Châu,,,"Cho thuê cửa hàng, ki ốt-Nguyễn Chí Thanh, Hải Châu, Đà Nẵng-180m2-25tr/tháng",180.0,24.999999999999996,138888.88888888888
Khánh Hòa,Nha Trang,,,Cho thuê SHOPHOUSE toà nhà PANORAMA TTTP Nha Trang,200.0,90.0,450000.0
Hà Nội,Nam Từ Liêm,,,Cho thuê shophouse 110m2 2 tầng view bể bơi giá rẻ nhất Vinhomes Smart City,110.0,40.0,363636.36363636365
Hà Nội,Bắc Từ Liêm,,,"Cho thuê mặt bằng chân đế cc An bình city 100m2 làm quầy thuốc, SPA, Cửa hàng tiện ich",100.0,28.0,280000.0
Hà Nội,Gia Lâm,,,"Chính chủ cho thuê shop chân đế toà S1.10 Vinhomes Ocean Park, mặt tiền 6m",61.0,20.0,327868.8524590164
Đà Nẵng,Thanh Khê,,,"Sang Nhà Hàng Mặt Tiền – Số 535, Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",500.0,36.0,72000.0
Kiên Giang,Rạch Giá,,,Chính Chủ Cần Cho Thuê Mặt Bằng Kinh Doanh.,100.0,12.0,120000.0
Hà Nội,Thanh Xuân,,,"Cho thuê mặt bằng kinh doanh vuông vắn mặt tiền rộng, thông sàn 83m2",83.0,20.0,240963.85542168675
Cần Thơ,Ninh Kiều,,,"Cho Thuê Mặt Bằng 66m2 Mặt Tiền Đường Nguyễn Đệ, Phường An Hòa, Quận Ninh Kiều, Cần Thơ.",66.0,10.0,151515.15151515152
Hồ Chí Minh,Quận 10,,,"Cần cho thuê mặt bằng tầng 1+ tầng 2, thuận tiện kinh doanh tại p12, q10, Hcm",225.0,35.0,155555.55555555556
Hà Nội,Long Biên,,,"Cho thuê MB nhà hàng, showroom Sài Đồng 300M vỉa hè rộng.",300.0,30.0,100000.0
Hồ Chí Minh,Bình Thạnh,,,"CHÍNH CHỦ CHO THUÊ MẶT BẰNG MẶT TIỀN ĐƯỜNG SỐ 8, PHƯỜNG 26, QUẬN BÌNH THẠNH, HCM",43.0,7.999999999999999,186046.51162790696
Hồ Chí Minh,Quận 9,,,"CẦN SANG LẠI MẶT BẰNG PHÙ HỢP KINH DOANH SPA, SALON TÓC, NAIL, MI, MAKE UP, GỘI ĐẦU",330.0,22.0,66666.66666666667
Hồ Chí Minh,Quận 7,,,"Cần cho thuê shophouse MT Nguyễn Đức Cảnh, Phú Mỹ Hưng, Quận 7. Giá thuê: 87 triệu/th",160.0,87.0,543750.0
Hồ Chí Minh,Quận 7,,,"CHO THUÊ SHOP MẶT TIỀN ĐƯỜNG NGUYỄN ĐỨC CẢNH, PHÚ MỸ HƯNG, Quận 7 Giá Rẻ",160.0,87.0,543750.0
Hồ Chí Minh,Quận 7,,,"Cho thuê SHOP CHUNG CƯ GRAND VIEW, PHÚ MỸ HƯNG, Quận 7 Giá Rẻ",107.0,35.0,327102.80373831774
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng TRỆT trống suốt nhà phố Hưng Phước 4, Phú Mỹ Hưng, Q7. giá 36 triệu",111.0,36.0,324324.3243243243
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng 6x18,5m giá 20 triệu khu nhà phố Hưng Gia đường lớn, quận 7",111.0,20.0,180180.18018018018
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng trệt MT đường số 6 nhà Phố Phú Mỹ Hưng, Quận 7.Giá 35 tr/thag.",111.0,35.0,315315.3153153153
Hồ Chí Minh,Quận 7,,,Cho thuê shophouse mặt tiền Nguyễn Đức Cảnh DT 74m2 giá cho thuê 88 triệu,74.0,88.0,1189189.189189189
Đà Nẵng,Hòa Vang,,,Cho Thuê Mặt Bằng Kinh Doanh Đa Ngành Nghề – Vị Trí Đẹp.,125.0,9.0,72000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng shop Grand View mặt tiền Nguyễn Đức Cảnh, Phú Mỹ Hưng, Quận 7.",78.0,65.0,833333.3333333334
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng đường lớn Hưng Phước đường số 6 - Phú Mỹ Hưng, Quận 7",111.0,35.0,315315.3153153153
Hà Nội,Nam Từ Liêm,,,"Cho thuê cửa hàng, ki ốt tại Dự án Vinhomes Smart City Đại Mỗ, Nam Từ Liêm, Hà Nội diện tích 100m",100.0,45.0,450000.0
Hà Nội,Cầu Giấy,,,"Cho thuê MBKD (tầng lửng) DT 35m2, giá chỉ 8 tr/th, gần Hoàng Quốc Việt. LH: 0921.389.255",35.0,8.0,228571.42857142858
Hồ Chí Minh,Quận 7,,,"CHO THUÊ SHOP Mặt Tiền Đường Nguyễn Đức Cảnh, Phú Mỹ Hưng Quận 7 Giá Rẻ",190.0,135.0,710526.3157894737
Hồ Chí Minh,Quận 7,,,"CHO THUÊ SHOP KHU CHUNG CƯ MỸ CẢNH, Phú Mỹ Hưng, Quận 7 Giá Rẻ",137.0,37.0,270072.9927007299
Hà Nội,Cầu Giấy,,,"Cho thuê MBKD tầng 1, DT 80m2, MT 8.5m tại Hoàng Quốc Việt, vị trí đẹp, giá tốt. LH: 0964.05.2828",80.0,9.0,112500.0
Hồ Chí Minh,Quận 7,,,"Cho thuê cửa hàng 160m2, giá 45 triệu đường 22 khu Mỹ Viên Phú Mỹ Hưng, Q7",160.0,45.0,281250.0
Hồ Chí Minh,Quận 7,,,"Bán và cho thuê cửa hàng khu Chung cư Cảnh Viên 2 đường C, Phú Mỹ Hưng",122.0,70.0,573770.4918032787
Hà Nội,Cầu Giấy,,,"Sang nhượng cửa hàng 55m2 ngã tư Hoàng Quốc Việt, vị trí đẹp, giá tốt, giá 18.9 tr/th",55.0,9.0,163636.36363636365
Hà Nội,Cầu Giấy,,,"Cho thuê MBKD 80m2, MT 5.5m, số nhà 199 Nguyễn Khánh Toàn, Quan Hoa, vị trí đẹp, SD ngay 0917531468",80.0,9.0,112500.0
Hà Nội,Cầu Giấy,,,"Cho thuê MBKD tầng 1, DT 55m2, MT 5.5m tại Hoàng Quốc Việt, vị trí đẹp, giá tốt. LH: 0964.05.2828",55.0,9.0,163636.36363636365
Hà Nội,Nam Từ Liêm,,,"Cho thuê MBKD 30m2 mặt tiền 12m tại Mễ Trì, Mỹ Đình làm spa, phòng khám, siêu thị, salon tóc",30.0,5.0,166666.66666666666
Đà Nẵng,Hải Châu,,,"Cho thuê kiot TTTM chợ Hàn Đà Nẵng suất ngoại giao chỉ với 11,2 triệu/tháng,đầu tư sinh lời cực lớn",4.0,2.0,500000.0
Đồng Nai,Biên Hòa,,,"Cho thuê Shophouse khối đế chung cư Topaz Twins, trung tâm Thành phố Biên Hoà",110.0,25.0,227272.72727272726
Hồ Chí Minh,Quận 7,,,"Cho thuê Shop tầng 2 phố đi bộ Sky Garden 3 Phú Mỹ Hưng Q7 80m2, giá 30 triệu",80.0,30.0,375000.0
Hồ Chí Minh,Quận 7,,,"Mặt bằng trệt, lửng nhà phố Hưng Gia, nối đi riêng Phú Mỹ Hưng, Q7, cho thuê 1000",150.0,24.0,160000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng nối đi riêng làm văn phòng, spa, showroom phú mỹ hưng giá 18 triệu",72.0,18.0,250000.0
Hà Nội,Đống Đa,,,"Cho thuê mặt bằng KD 1174 đường Láng 750m2 x 4T (cắt lẻ tầng), T1 Điện Máy Xanh - gym, VP, game",750.0,120.0,160000.0
Đồng Nai,Biên Hòa,,,💥Sang Mặt Bằng 9x20 siêu đẹp Trung Tâm Biên Hoà chỉ 75tr,180.0,75.0,416666.6666666667
Hồ Chí Minh,Quận 7,,,CHO THUÊ MẶT BẰNG KHU THE SIGNATURE (M7) MIDTOWN PHÚ MỸ HƯNG QUẬN 7 GIÁ RẺ,60.0,38.0,633333.3333333334
Hồ Chí Minh,Quận 7,,,Cho thuê Shop 912m2 Sky 1 Nguyễn Văn Linh - Phú Mỹ Hưng Q7 ngay siêu thị ViVo City,912.0,730.0,800438.5964912281
Hồ Chí Minh,Quận 7,,,Cho thuê mặt bằng kinh doanh cafe Hưng Phước Phú Mỹ Hưng quận 7,50.0,28.0,560000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng tại Hưng Phước 4, Phú Mỹ Hưng quận 7",110.0,20.0,181818.18181818182
Hồ Chí Minh,Quận 7,,,"Cho thuê Mặt bằng trệt, lửng nhà phố Hưng Phước, Phú Mỹ Hưng, Q7",150.0,29.0,193333.33333333334
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng đường số 6, khu Hưng Phước, Phú Mỹ Hưng, quận 7.",111.0,35.0,315315.3153153153
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng đường lớn Phạm Thái Bường, Phú Mỹ Hưng, 40 triệu/thg",150.0,40.0,266666.6666666667
Hưng Yên,Văn Giang,,,Cho thuê Shophouse Mega Grand World Hà Nội - Miễn phí 2 năm tiền thuê - Tặng Voucher 30 triệu,100.0,3.0,30000.0
Bình Dương,Dĩ An,,,Cần Sang Nhượng Shop Quần Áo- Phụ Kiện Điện Thoại Ngay Chợ Việt Lập Tp. Dĩ An Bình Dương,22.0,5.0,227272.72727272726
Hải Dương,Cẩm Giàng,,,CẦN SANG QUÁN LẨU NƯỚNG KHÔNG KHÓI MẶT TIỀN ĐƯỜNG CẨM GIÀNG HẢI DƯƠNG,235.0,10.0,42553.1914893617
Hồ Chí Minh,Quận 7,,,"Cho thuê cử hàng khu chung cư MIDTOWN, PHÚ MỸ HƯNG, QUẬN 7 GIÁ RẺ",60.0,35.0,583333.3333333334
Hồ Chí Minh,Quận 7,,,"Cho thuê cửa hàng khu chung cư Cảnh Viên 2, PHÚ MỸ HƯNG, QUẬN 7 GIÁ RẺ",67.0,31.0,462686.5671641791
Đà Nẵng,Sơn Trà,,,Cho Thuê Hoặc Sang Nhượng Mặt Bằng 2 Ki-Ốt Liền Nhau Chợ Phước Mỹ Quận Sơn Trà- Đà Nẵng,8.0,1.0,125000.0
Hà Nội,Gia Lâm,,,"Cho thuê shophose 5 tầng, 150m2, có bếp, Vừa ở + kinh doanh tại Vinhomes GIa Lâm",150.0,28.0,186666.66666666666
Hà Nội,Gia Lâm,,,Cho thuê 5 tầng shophouse. chỉ : 18 triệu/tháng tại Vinhomes Ocean Park Gia Lâm,150.0,18.0,120000.0
Hà Nội,Gia Lâm,,,"Chính chủ cần cho thuê shophouse 4 tầng, hoàn thiện đẹp có tủ bếp, phòng ăn tại Vinhomes Gia Lâm",90.0,20.0,222222.22222222222
Hà Nội,Long Biên,,,"Cho thuê mặt bằng 75Mx3T gần BV Tâm Anh làm phòng khám, trung tâm dạy học",230.0,25.0,108695.65217391304
Hồ Chí Minh,Tân Phú,,,"MẶT BẰNG MỚI XÂY sát Trường ĐH Công Thương, sinh viên qua lại dập dìu",50.0,7.0,140000.0
Hồ Chí Minh,Quận 12,,,Cho Thuê MẶT BẰNG - Mặt tiền Tân Thới Nhất 20 - Gần Phan Văn Hớn - Trường Chinh - Cầu Tham Lương,70.0,5.0,71428.57142857143
Hồ Chí Minh,Quận 7,,,"Shop thô 345m2 khu cao cấp Midtown góc Đường Số 16, Phú Mỹ Hưng giá rẻ",345.0,160.0,463768.115942029
Hồ Chí Minh,Quận 7,,,"Cho thuê cặp shophouse 700m2 góc 2 đường lớn khu Midtown, PMH giá rẻ",700.0,300.0,428571.4285714286
Hồ Chí Minh,Quận 7,,,"Cho thuê shophouse An Gia Riverside, mặt tiền Đào Trí,P.Phú Thuận,Quận 7",93.3,8.000000000000002,85744.9088960343
Hồ Chí Minh,Quận 7,,,"Shop 170m2 khu Midtown-Sakura Park, Phú Mỹ Hưng với giá thuê cực tốt",170.0,70.0,411764.70588235295
Hà Nội,Nam Từ Liêm,,,"Cho thuê nhà xường đường Trịnh Văn Bô, 140m2 giá 12tr/tháng",140.0,12.0,85714.28571428571
Hồ Chí Minh,Quận 7,,,"CHO THUÊ SHOP KINH DOANH mặt tiền đường Nguyễn Đức Cảnh, Phú Mỹ Hưng, Quận 7 giá rẻ. LH 0903187589",108.0,100.0,925925.925925926
Hồ Chí Minh,Quận 7,,,"Cho thuê shophouse Sky Garden 1, mặt tiền Phạm Văn Nghị, Phú Mỹ Hưng",140.0,49.0,350000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê shop Sky Garden 1, đường Phạm Văn Nghị, Phú Mỹ Hưng giá mềm",150.0,65.0,433333.3333333333
Đắk Nông,Gia Nghĩa,,,"Cần Cho Thuê Mặt Bằng Kinh Doanh 80m2 Đường Tôn Đức Thắng, Tx Gia Nghĩa.",80.0,6.0,75000.0
Hồ Chí Minh,Quận 7,,,"CHO THUÊ CỬA HÀNG khu Cảnh Viên 2, Đường C, gần ngay Midtown Phú Mỹ Hưng, Quận 7 Giá Rẻ",122.0,70.0,573770.4918032787
Hồ Chí Minh,Quận 7,,,"CHO THUÊ CỬA HÀNG TRUNG TÂM PHÚ MỸ HƯNG, QUẬN 7 GIÁ RẺ dtsd 107m2 trống suốt",107.0,36.0,336448.5981308411
